positionName,companyFullName,companySize,industryField,financeStage,firstType,secondType,thirdType,positionLables,createTime,city,district,businessZones,salary,workYear,jobNature,education,positionAdvantage
专车司机,上海乐滴汽车服务有限公司,50-150人,汽车丨出行,未融资,综合职能|高级管理,行政,商务司机,[],2020-09-02 15:28:20,上海,宝山区,,12k-15k,不限,兼职,不限,轻松 自由
游戏广告投放,深圳宜搜天下科技股份有限公司,150-500人,"移动互联网,游戏",D轮及以上,市场|商务类,媒介|公关,媒介投放,"['游戏', '投放']",2020-09-02 15:29:14,广州,天河区,"['东圃', '车陂']",10k-15k,1-3年,全职,不限,"五险一金,周末双休，发展空间大"
行政前台/中关村,北京安腾思路科技发展有限公司,15-50人,硬件,未融资,综合职能|高级管理,行政,行政,"['文秘', '文员', '助理', '行政']",2020-09-02 15:29:09,北京,,,4k-6k,1-3年,全职,大专,每年调薪，升值空间大，双休
中高端销售顾问+底薪8k+提成,北京麦田房产经纪有限公司,2000人以上,房产家居,不需要融资,销售类,销售,销售顾问,"['房产服务', '本地生活', '客户代表', '销售代表', '销售顾问', '销售']",2020-09-02 15:29:08,北京,朝阳区,,8k-16k,不限,全职,大专,"优秀团队,高额提成,晋升空间，住房补贴"
渠道商务专员,广州银月互娱网络科技有限公司,50-150人,游戏,A轮,市场|商务类,渠道|推广,渠道推广,"['游戏', '社交', '渠道', '商务拓展', '渠道推广']",2020-09-02 15:29:07,广州,天河区,,7k-10k,1-3年,全职,大专,五险一金、节日福利、餐饮补贴
java开发工程师,深圳市普铭智能技术有限公司,50-150人,消费生活,天使轮,开发|测试|运维类,后端开发,Java,"['Java', 'C++']",2020-09-02 15:29:06,深圳,龙华新区,,12k-15k,3-5年,全职,本科,五险
高级JAVA工程师（成都）,马上消费金融股份有限公司,2000人以上,"金融,移动互联网",不需要融资,开发|测试|运维类,后端开发,Java,"['Java', '服务器端', '分布式']",2020-09-02 15:29:01,成都,,,15k-30k,5-10年,全职,本科,核心商城业务 持牌消费金融公司
产品运营经理,杭州呯嘭智能技术有限公司,150-500人,"金融,电商",C轮,运营|编辑|客服类,高端运营|编辑|客服类,运营经理|主管,"['互联网金融', '支付', '运营管理', '业务流程管理', '决策能力', '领导力']",2020-09-02 15:29:00,杭州,,,20k-30k,5-10年,全职,本科,独角兽、五险一金，期权激励，超长年假
信息流广告优化总监（合伙人）,深圳市国讯信息科技有限公司,15-50人,"电商,广告营销",天使轮,运营|编辑|客服类,运营,运营,[],2020-09-02 15:28:59,深圳,,,10k-20k,3-5年,全职,本科,拿股权、做事业、享分红！
高级数据分析师,北京世纪好未来教育科技有限公司,2000人以上,教育,上市公司,开发|测试|运维类,数据开发,数据分析,[],2020-09-02 15:28:57,北京,海淀区,"['学院路', '中关村', '知春路']",15k-30k,3-5年,全职,硕士,团队实力、发展前景
seo优化师,杭州晖鼎网络科技有限公司,15-50人,"硬件,物联网",不需要融资,市场|商务类,渠道|推广,SEO,"['推广', 'SEO', '新媒体推广']",2020-09-02 15:28:55,杭州,滨江区,,8k-12k,1-3年,全职,大专,凭实力自由发挥
游戏GS专员（实习生）,海南星云互动娱乐有限公司,50-150人,游戏,不需要融资,运营|编辑|客服类,客服,其他客服,['游戏'],2020-09-02 15:28:47,广州,天河区,,2k-3k,应届毕业生,全职,不限,周末双休 早九晚六 每周下午茶
数据开发工程师（偏JAVA开发）,北京泛为信息科技有限公司,150-500人,"移动互联网,广告营销",不需要融资,开发|测试|运维类,数据开发,其他数据开发,"['MySQL', 'ETL', 'Java']",2020-09-02 15:28:47,上海,,,10k-15k,1-3年,全职,本科,"五险一金,员工旅游,餐饮补贴,弹性工作"
心理咨询师,深圳市哆唻咪心理咨询有限公司,15-50人,教育、企业服务,不需要融资,教育|培训,培训,培训讲师,[],2020-09-02 15:28:47,深圳,福田区,,10k-15k,3-5年,全职,本科,哆唻咪，最懂你
资深用户体验设计师（UED）,上海驰骛信息科技有限公司,50-150人,"数据服务,移动互联网",A轮,设计类,交互,交互设计师,"['广告营销', '大数据', '交互', '用户体验', '界面设计', 'PS']",2020-09-02 15:28:47,上海,,,20k-40k,5-10年,全职,本科,年度体检免费晚餐补充商保10天带薪年假
雇主品牌设计实习生,北京易观智库网络科技有限公司,150-500人,"移动互联网,数据服务",B轮,运营|编辑|客服类,运营,内容运营,"['活动策划', '内容运营']",2020-09-02 15:28:46,北京,朝阳区,,2k-3k,应届毕业生,实习,本科,互联网大数据领先品牌/弹性工作/快速成长
游戏广告投放,深圳宜搜天下科技股份有限公司,150-500人,"移动互联网,游戏",D轮及以上,市场|商务类,媒介|公关,媒介投放,"['游戏', '投放']",2020-09-02 15:29:14,广州,天河区,"['东圃', '车陂']",10k-15k,1-3年,全职,不限,"五险一金,周末双休，发展空间大"
销售行政专员,北京麦田房产经纪有限公司,2000人以上,房产家居,不需要融资,综合职能|高级管理,人力资源,人事,"['HRBP', '人事']",2020-09-02 15:29:08,北京,昌平区,"['回龙观', '回龙观']",8k-15k,不限,全职,大专,"5险1金,优秀团队,高额提成,晋升空间"
C++高级开发工程师,广州银月互娱网络科技有限公司,50-150人,游戏,A轮,开发|测试|运维类,后端开发,C|C++,"['C++', 'Golang']",2020-09-02 15:29:07,广州,天河区,,10k-20k,1-3年,全职,大专,五险一金、节日福利、餐饮补贴
java高级开发工程师,深圳市普铭智能技术有限公司,50-150人,消费生活,天使轮,开发|测试|运维类,后端开发,Java,['云计算'],2020-09-02 15:29:06,深圳,龙华新区,,15k-20k,3-5年,全职,本科,五险
高级数据分析师,北京世纪好未来教育科技有限公司,2000人以上,教育,上市公司,开发|测试|运维类,数据开发,数据分析,[],2020-09-02 15:28:57,北京,海淀区,"['学院路', '中关村', '知春路']",15k-30k,3-5年,全职,硕士,团队实力、发展前景
seo优化师,杭州晖鼎网络科技有限公司,15-50人,"硬件,物联网",不需要融资,市场|商务类,渠道|推广,SEO,"['推广', 'SEO', '新媒体推广']",2020-09-02 15:28:55,杭州,滨江区,,8k-12k,1-3年,全职,大专,凭实力自由发挥
游戏GS专员（实习生）,海南星云互动娱乐有限公司,50-150人,游戏,不需要融资,运营|编辑|客服类,客服,其他客服,['游戏'],2020-09-02 15:28:47,广州,天河区,,2k-3k,应届毕业生,全职,不限,周末双休 早九晚六 每周下午茶
数据开发工程师（偏JAVA开发）,北京泛为信息科技有限公司,150-500人,"移动互联网,广告营销",不需要融资,开发|测试|运维类,数据开发,其他数据开发,"['MySQL', 'ETL', 'Java']",2020-09-02 15:28:47,上海,,,10k-15k,1-3年,全职,本科,"五险一金,员工旅游,餐饮补贴,弹性工作"
心理咨询师,深圳市哆唻咪心理咨询有限公司,15-50人,教育、企业服务,不需要融资,教育|培训,培训,培训讲师,[],2020-09-02 15:28:47,深圳,福田区,,10k-15k,3-5年,全职,本科,哆唻咪，最懂你
资深用户体验设计师（UED）,上海驰骛信息科技有限公司,50-150人,"数据服务,移动互联网",A轮,设计类,交互,交互设计师,"['广告营销', '大数据', '交互', '用户体验', '界面设计', 'PS']",2020-09-02 15:28:47,上海,,,20k-40k,5-10年,全职,本科,年度体检免费晚餐补充商保10天带薪年假
雇主品牌设计实习生,北京易观智库网络科技有限公司,150-500人,"移动互联网,数据服务",B轮,运营|编辑|客服类,运营,内容运营,"['活动策划', '内容运营']",2020-09-02 15:28:46,北京,朝阳区,,2k-3k,应届毕业生,实习,本科,互联网大数据领先品牌/弹性工作/快速成长
前端研发工程师,杭州艾耕科技有限公司,150-500人,"移动互联网,数据服务",A轮,开发|测试|运维类,前端开发,WEB前端,"['移动互联网', '大数据', 'Angularjs', 'React native', 'Vue', 'Web前端']",2020-09-02 15:28:44,杭州,西湖区,"['西湖', '北山', '黄龙']",15k-30k,3-5年,全职,本科,AI未来 技术大牛
房产经纪人置业顾问,广州市置家房地产代理有限公司金梦分公司,500-2000人,其他,不需要融资,市场|商务类,市场|营销,市场营销,['房产服务'],2020-09-02 15:28:40,广州,黄埔区,,8k-10k,1-3年,全职,大专,也许，你与梦想之间，只差一个置家！
产品经理,中国平安人寿保险股份有限公司深圳分公司,2000人以上,金融,上市公司,产品|需求|项目类,产品经理,产品经理,['需求分析'],2020-09-02 15:28:40,深圳,南山区,['前海'],15k-30k,3-5年,全职,本科,你的能力和规划决定你的未来
运营助理,成都荣新时代科技有限公司,50-150人,"移动互联网,广告营销",未融资,运营|编辑|客服类,运营,商家运营,"['O2O运营', '商家运营', '运营', 'APP推广']",2020-09-02 15:28:34,成都,金牛区,,6k-12k,不限,全职,不限,节假日生日礼金发放，免费提供住宿，
商务助理,北京泽佳科益科技有限公司,500-2000人,移动互联网,未融资,综合职能|高级管理,人力资源,招聘,[],2020-09-02 15:29:39,成都,锦江区,,4k-6k,1-3年,全职,大专,五险一金 周末双休 带薪年假 通讯补助
c++开发工程师,亚创（上海）工程技术有限公司,2000人以上,"企业服务,硬件",上市公司,开发|测试|运维类,后端开发,C|C++,['C++'],2020-09-02 15:29:38,南京,江宁区,,10k-15k,1-3年,全职,本科,外企 做五休二
芯片工程师,江苏省精创电气股份有限公司,500-2000人,移动互联网,不需要融资,开发|测试|运维类,硬件开发,FPGA,['FPGA'],2020-09-02 15:29:36,深圳,南山区,"['大冲', '科技园']",20k-30k,5-10年,全职,本科,双休、五险一金、职位晋升、调薪、股权
新媒体运营,盛世创富保险经纪有限公司广州分公司,150-500人,"移动互联网,金融",不需要融资,运营|编辑|客服类,运营,新媒体运营,"['运营', '内容运营']",2020-09-02 15:29:27,广州,海珠区,['琶洲'],4k-6k,1年以下,全职,本科,五险一金 周末双休 包吃 节日福利
前端工程师,戴文信息科技（上海）有限公司,15-50人,"电商,移动互联网",未融资,开发|测试|运维类,前端开发,WEB前端,"['HTML5', 'Angularjs', 'CSS', 'Web前端']",2020-09-02 15:29:24,上海,浦东新区,['张江'],15k-22k,1-3年,全职,本科,外资银行/长期项目/良好工作环境
游戏广告投放,深圳宜搜天下科技股份有限公司,150-500人,"移动互联网,游戏",D轮及以上,市场|商务类,媒介|公关,媒介投放,"['游戏', '投放']",2020-09-02 15:29:14,广州,天河区,"['东圃', '车陂']",10k-15k,1-3年,全职,不限,"五险一金,周末双休，发展空间大"
android开发,武汉佰钧成技术有限责任公司,2000人以上,移动互联网,不需要融资,开发|测试|运维类,移动前端开发,Android,"['信息安全', '分类信息']",2020-09-02 15:29:14,西安,,,6k-10k,1-3年,全职,本科,六险一金，班车
ui视觉设计师,安克创新科技股份有限公司,500-2000人,移动互联网,不需要融资,设计类,视觉,UI,"['UI', 'UE', '交互', '视觉']",2020-09-02 15:29:13,深圳,南山区,,12k-20k,3-5年,全职,本科,多元化团队 扁平化组织
直播运营,上海鹿得实业发展有限公司,500-2000人,医疗丨健康,上市公司,MCN|直播|网红,运营,直播运营,['医疗健康'],2020-09-02 15:29:12,上海,,,8k-10k,1-3年,全职,大专,定期体检 员工旅游 节日福利 周末双休
行政前台/中关村,北京安腾思路科技发展有限公司,15-50人,硬件,未融资,综合职能|高级管理,行政,行政,"['文秘', '文员', '助理', '行政']",2020-09-02 15:29:09,北京,,,4k-6k,1-3年,全职,大专,每年调薪，升值空间大，双休
中高端销售顾问+底薪8k+提成,北京麦田房产经纪有限公司,2000人以上,房产家居,不需要融资,销售类,销售,销售顾问,"['房产服务', '本地生活', '客户代表', '销售代表', '销售顾问', '销售']",2020-09-02 15:29:08,北京,朝阳区,,8k-16k,不限,全职,大专,"优秀团队,高额提成,晋升空间，住房补贴"
渠道商务专员,广州银月互娱网络科技有限公司,50-150人,游戏,A轮,市场|商务类,渠道|推广,渠道推广,"['游戏', '社交', '渠道', '商务拓展', '渠道推广']",2020-09-02 15:29:07,广州,天河区,,7k-10k,1-3年,全职,大专,五险一金、节日福利、餐饮补贴
java开发工程师,深圳市普铭智能技术有限公司,50-150人,消费生活,天使轮,开发|测试|运维类,后端开发,Java,"['Java', 'C++']",2020-09-02 15:29:06,深圳,龙华新区,,12k-15k,3-5年,全职,本科,五险
高级JAVA工程师（成都）,马上消费金融股份有限公司,2000人以上,"金融,移动互联网",不需要融资,开发|测试|运维类,后端开发,Java,"['Java', '服务器端', '分布式']",2020-09-02 15:29:01,成都,,,15k-30k,5-10年,全职,本科,核心商城业务 持牌消费金融公司
产品运营经理,杭州呯嘭智能技术有限公司,150-500人,"金融,电商",C轮,运营|编辑|客服类,高端运营|编辑|客服类,运营经理|主管,"['互联网金融', '支付', '运营管理', '业务流程管理', '决策能力', '领导力']",2020-09-02 15:29:00,杭州,,,20k-30k,5-10年,全职,本科,独角兽、五险一金，期权激励，超长年假
渠道经理,深圳市秦丝科技有限公司,150-500人,"移动互联网,企业服务",A轮,市场|商务类,渠道|推广,渠道推广,"['渠道', '代理商']",2020-09-02 15:30:20,深圳,南山区,,9k-18k,3-5年,全职,大专,成长晋升 全国出差 高提成
iOS开发工程师（混淆方向）,杭州格像科技有限公司,50-150人,移动互联网,A轮,开发|测试|运维类,移动前端开发,IOS,"['Swift', 'iOS']",2020-09-02 15:29:49,杭州,西湖区,"['文三路', '文一路', '古荡']",15k-25k,1-3年,全职,本科,餐补、年度旅游、年终奖、年度体检、年休假
运维工程师,广州滴普科技有限公司,500-2000人,"企业服务,数据服务",A轮,开发|测试|运维类,运维,运维工程师,['Linux'],2020-09-02 15:29:46,广州,海珠区,,15k-20k,5-10年,全职,本科,双休 年终奖
商务助理,北京泽佳科益科技有限公司,500-2000人,移动互联网,未融资,综合职能|高级管理,人力资源,招聘,[],2020-09-02 15:29:39,成都,锦江区,,4k-6k,1-3年,全职,大专,五险一金 周末双休 带薪年假 通讯补助
c++开发工程师,亚创（上海）工程技术有限公司,2000人以上,"企业服务,硬件",上市公司,开发|测试|运维类,后端开发,C|C++,['C++'],2020-09-02 15:29:38,南京,江宁区,,10k-15k,1-3年,全职,本科,外企 做五休二
蓝牙SoC电子工程师,江苏省精创电气股份有限公司,500-2000人,移动互联网,不需要融资,生产|加工|制造,电子|电器|半导体|仪器仪表,嵌入式软件开发(Linux|单片机|DLC|DSP…),[],2020-09-02 15:29:36,深圳,南山区,"['大冲', '科技园']",20k-30k,5-10年,全职,本科,双休、五险一金、职位晋升、调薪、股权
新媒体运营,盛世创富保险经纪有限公司广州分公司,150-500人,"移动互联网,金融",不需要融资,运营|编辑|客服类,运营,新媒体运营,"['运营', '内容运营']",2020-09-02 15:29:27,广州,海珠区,['琶洲'],4k-6k,1年以下,全职,本科,五险一金 周末双休 包吃 节日福利
前端工程师,戴文信息科技（上海）有限公司,15-50人,"电商,移动互联网",未融资,开发|测试|运维类,前端开发,WEB前端,"['HTML5', 'Angularjs', 'CSS', 'Web前端']",2020-09-02 15:29:24,上海,浦东新区,['张江'],15k-22k,1-3年,全职,本科,外资银行/长期项目/良好工作环境
Java开发工程师中级,杭州纳豆投资管理合伙企业（有限合伙）,15-50人,"教育,软件开发",未融资,开发|测试|运维类,后端开发,Java,"['Java', '软件开发', '后端']",2020-09-02 15:29:18,杭州,余杭区,,15k-18k,3-5年,全职,大专,工作氛围融洽，交通便利
android高级开发工程师,深圳市新灯笼网络科技有限公司,50-150人,社交,未融资,开发|测试|运维类,移动前端开发,Android,"['社交', 'Javascript']",2020-09-02 15:29:17,深圳,,,15k-23k,不限,全职,不限,能长期与公司共同发展即可参与股权分红
广告视频设计师,深圳宜搜天下科技股份有限公司,150-500人,"移动互联网,游戏",D轮及以上,设计类,原画|美术|特效,多媒体设计师,"['游戏', '视频', 'AI软件', 'AE软件']",2020-09-02 15:29:14,广州,天河区,"['东圃', '车陂']",10k-15k,1-3年,全职,不限,"五险一金,周末双休，发展空间大"
android开发,武汉佰钧成技术有限责任公司,2000人以上,移动互联网,不需要融资,开发|测试|运维类,移动前端开发,Android,"['信息安全', '分类信息']",2020-09-02 15:29:14,西安,,,6k-10k,1-3年,全职,本科,六险一金，班车
ui视觉设计师,安克创新科技股份有限公司,500-2000人,移动互联网,不需要融资,设计类,视觉,UI,"['UI', 'UE', '交互', '视觉']",2020-09-02 15:29:13,深圳,南山区,,12k-20k,3-5年,全职,本科,多元化团队 扁平化组织
直播运营,上海鹿得实业发展有限公司,500-2000人,医疗丨健康,上市公司,MCN|直播|网红,运营,直播运营,['医疗健康'],2020-09-02 15:29:12,上海,,,8k-10k,1-3年,全职,大专,定期体检 员工旅游 节日福利 周末双休
行政前台/中关村,北京安腾思路科技发展有限公司,15-50人,硬件,未融资,综合职能|高级管理,行政,行政,"['文秘', '文员', '助理', '行政']",2020-09-02 15:29:09,北京,,,4k-6k,1-3年,全职,大专,每年调薪，升值空间大，双休
渠道经理,深圳市秦丝科技有限公司,150-500人,"移动互联网,企业服务",A轮,市场|商务类,渠道|推广,渠道推广,"['渠道', '代理商']",2020-09-02 15:30:20,深圳,南山区,,9k-18k,3-5年,全职,大专,成长晋升 全国出差 高提成
软件测试工程师,北京猿圈科技有限责任公司,15-50人,"企业服务,教育",A轮,开发|测试|运维类,测试,测试工程师,"['企业服务', '大数据', '功能测试', '接口测试', '性能测试', 'Web测试']",2020-09-02 15:30:02,北京,海淀区,"['五道口', '清华大学', '中关村']",8k-15k,3-5年,全职,本科,五险一金，年轻团队，上升空间大
iOS开发工程师（混淆方向）,杭州格像科技有限公司,50-150人,移动互联网,A轮,开发|测试|运维类,移动前端开发,IOS,"['Swift', 'iOS']",2020-09-02 15:29:49,杭州,西湖区,"['文三路', '文一路', '古荡']",15k-25k,1-3年,全职,本科,餐补、年度旅游、年终奖、年度体检、年休假
运维工程师,广州滴普科技有限公司,500-2000人,"企业服务,数据服务",A轮,开发|测试|运维类,运维,运维工程师,['Linux'],2020-09-02 15:29:46,广州,海珠区,,15k-20k,5-10年,全职,本科,双休 年终奖
商务助理,北京泽佳科益科技有限公司,500-2000人,移动互联网,未融资,综合职能|高级管理,人力资源,招聘,[],2020-09-02 15:29:39,成都,锦江区,,4k-6k,1-3年,全职,大专,五险一金 周末双休 带薪年假 通讯补助
c++开发工程师,亚创（上海）工程技术有限公司,2000人以上,"企业服务,硬件",上市公司,开发|测试|运维类,后端开发,C|C++,['C++'],2020-09-02 15:29:38,南京,江宁区,,10k-15k,1-3年,全职,本科,外企 做五休二
java开发工程师,江苏省精创电气股份有限公司,500-2000人,移动互联网,不需要融资,开发|测试|运维类,后端开发,Java,['后端'],2020-09-02 15:29:36,深圳,南山区,"['大冲', '科技园']",20k-35k,3-5年,全职,不限,13薪、五险一金、晋升、调薪、股权、福利
高级java开发工程师,宏信金服（天津）信息科技有限公司,50-150人,金融,不需要融资,开发|测试|运维类,后端开发,Java,"['金融', 'Java']",2020-09-02 15:29:30,上海,浦东新区,,20k-30k,5-10年,全职,本科,扁平化管理 领导nice 福利好
内容编辑管培生（19、20届均可）,盛世创富保险经纪有限公司广州分公司,150-500人,"移动互联网,金融",不需要融资,运营|编辑|客服类,运营,内容运营,"['运营', '新媒体运营']",2020-09-02 15:29:27,广州,海珠区,['琶洲'],4k-6k,应届毕业生,全职,本科,五险一金 周末双休 包吃 节日福利
网站运维工程师（储备项目经理）,戴文信息科技（上海）有限公司,15-50人,"电商,移动互联网",未融资,开发|测试|运维类,运维,运维工程师,"['移动互联网', 'IT支持', '系统运维']",2020-09-02 15:29:27,南宁,西乡塘区,,4k-6k,1-3年,全职,大专,五险一金; 带薪年假，年节福利，晋升机会
游戏策划-原型策划,深圳市乐易网络股份有限公司,150-500人,"移动互联网,游戏",不需要融资,产品|需求|项目类,游戏策划,游戏策划,"['游戏', '手游策划', '游戏策划', '游戏玩法策划', 'SLG策划']",2020-09-02 15:29:25,深圳,南山区,"['大冲', '科技园']",10k-20k,1-3年,全职,本科,年终奖/发展前景好/出国游
Java开发工程师中级,杭州纳豆投资管理合伙企业（有限合伙）,15-50人,"教育,软件开发",未融资,开发|测试|运维类,后端开发,Java,"['Java', '软件开发', '后端']",2020-09-02 15:29:18,杭州,余杭区,,15k-18k,3-5年,全职,大专,工作氛围融洽，交通便利
android高级开发工程师,深圳市新灯笼网络科技有限公司,50-150人,社交,未融资,开发|测试|运维类,移动前端开发,Android,"['社交', 'Javascript']",2020-09-02 15:29:17,深圳,,,15k-23k,不限,全职,不限,能长期与公司共同发展即可参与股权分红
广告视频设计师,深圳宜搜天下科技股份有限公司,150-500人,"移动互联网,游戏",D轮及以上,设计类,原画|美术|特效,多媒体设计师,"['游戏', '视频', 'AI软件', 'AE软件']",2020-09-02 15:29:14,广州,天河区,"['东圃', '车陂']",10k-15k,1-3年,全职,不限,"五险一金,周末双休，发展空间大"
android开发,武汉佰钧成技术有限责任公司,2000人以上,移动互联网,不需要融资,开发|测试|运维类,移动前端开发,Android,"['信息安全', '分类信息']",2020-09-02 15:29:14,西安,,,6k-10k,1-3年,全职,本科,六险一金，班车
渠道经理,深圳市秦丝科技有限公司,150-500人,"移动互联网,企业服务",A轮,市场|商务类,渠道|推广,渠道推广,"['渠道', '代理商']",2020-09-02 15:30:20,深圳,南山区,,9k-18k,3-5年,全职,大专,成长晋升 全国出差 高提成
软件测试工程师,北京猿圈科技有限责任公司,15-50人,"企业服务,教育",A轮,开发|测试|运维类,测试,测试工程师,"['企业服务', '大数据', '功能测试', '接口测试', '性能测试', 'Web测试']",2020-09-02 15:30:02,北京,海淀区,"['五道口', '清华大学', '中关村']",8k-15k,3-5年,全职,本科,五险一金，年轻团队，上升空间大
iOS开发工程师（混淆方向）,杭州格像科技有限公司,50-150人,移动互联网,A轮,开发|测试|运维类,移动前端开发,IOS,"['Swift', 'iOS']",2020-09-02 15:29:49,杭州,西湖区,"['文三路', '文一路', '古荡']",15k-25k,1-3年,全职,本科,餐补、年度旅游、年终奖、年度体检、年休假
运维工程师,广州滴普科技有限公司,500-2000人,"企业服务,数据服务",A轮,开发|测试|运维类,运维,运维工程师,['Linux'],2020-09-02 15:29:46,广州,海珠区,,15k-20k,5-10年,全职,本科,双休 年终奖
IT招聘专员,北京泽佳科益科技有限公司,500-2000人,移动互联网,未融资,综合职能|高级管理,人力资源,招聘,['招聘'],2020-09-02 15:29:42,北京,朝阳区,"['来广营', '望京']",6k-8k,1-3年,全职,大专,五险一金 带薪年假 通讯补助 周末双休
商务经理,北京铂诺计算科技有限公司,15-50人,"人工智能,软件开发",A轮,市场|商务类,市场|营销,商务渠道,"['市场', '营销策划', '活动执行', '商务']",2020-09-02 15:29:39,北京,海淀区,"['中关村', '万泉河', '双榆树']",15k-25k,3-5年,全职,本科,"年度体检,节日礼物,晋升空间,牛人团队"
h5开发工程师,亚创（上海）工程技术有限公司,2000人以上,"企业服务,硬件",上市公司,开发|测试|运维类,前端开发,HTML5,"['前端开发', 'React']",2020-09-02 15:29:38,上海,长宁区,,8k-13k,3-5年,全职,大专,知名企业 做五休二
java开发工程师,江苏省精创电气股份有限公司,500-2000人,移动互联网,不需要融资,开发|测试|运维类,后端开发,Java,['后端'],2020-09-02 15:29:36,深圳,南山区,"['大冲', '科技园']",20k-35k,3-5年,全职,不限,13薪、五险一金、晋升、调薪、股权、福利
高级java开发工程师,宏信金服（天津）信息科技有限公司,50-150人,金融,不需要融资,开发|测试|运维类,后端开发,Java,"['金融', 'Java']",2020-09-02 15:29:30,上海,浦东新区,,20k-30k,5-10年,全职,本科,扁平化管理 领导nice 福利好
内容编辑管培生（19、20届均可）,盛世创富保险经纪有限公司广州分公司,150-500人,"移动互联网,金融",不需要融资,运营|编辑|客服类,运营,内容运营,"['运营', '新媒体运营']",2020-09-02 15:29:27,广州,海珠区,['琶洲'],4k-6k,应届毕业生,全职,本科,五险一金 周末双休 包吃 节日福利
网站运维工程师（储备项目经理）,戴文信息科技（上海）有限公司,15-50人,"电商,移动互联网",未融资,开发|测试|运维类,运维,运维工程师,"['移动互联网', 'IT支持', '系统运维']",2020-09-02 15:29:27,南宁,西乡塘区,,4k-6k,1-3年,全职,大专,五险一金; 带薪年假，年节福利，晋升机会
游戏策划-原型策划,深圳市乐易网络股份有限公司,150-500人,"移动互联网,游戏",不需要融资,产品|需求|项目类,游戏策划,游戏策划,"['游戏', '手游策划', '游戏策划', '游戏玩法策划', 'SLG策划']",2020-09-02 15:29:25,深圳,南山区,"['大冲', '科技园']",10k-20k,1-3年,全职,本科,年终奖/发展前景好/出国游
Java开发工程师中级,杭州纳豆投资管理合伙企业（有限合伙）,15-50人,"教育,软件开发",未融资,开发|测试|运维类,后端开发,Java,"['Java', '软件开发', '后端']",2020-09-02 15:29:18,杭州,余杭区,,15k-18k,3-5年,全职,大专,工作氛围融洽，交通便利
android高级开发工程师,深圳市新灯笼网络科技有限公司,50-150人,社交,未融资,开发|测试|运维类,移动前端开发,Android,"['社交', 'Javascript']",2020-09-02 15:29:17,深圳,,,15k-23k,不限,全职,不限,能长期与公司共同发展即可参与股权分红
广告视频设计师,深圳宜搜天下科技股份有限公司,150-500人,"移动互联网,游戏",D轮及以上,设计类,原画|美术|特效,多媒体设计师,"['游戏', '视频', 'AI软件', 'AE软件']",2020-09-02 15:29:14,广州,天河区,"['东圃', '车陂']",10k-15k,1-3年,全职,不限,"五险一金,周末双休，发展空间大"
